id,lineage,type,country
SRR6280158,2.2.1,test,NA
SRR2024999,2.2.1,test,NA
ERR3276088,2.2.1,test,NA
SRR4033406,2.2.1,test,NA
ERR3275341,2.2.1,test,NA
SRR1172269_SRR1169132_SRR1163081_SRR1163387,2.2.1,test,NA
ERR2677435,2.2.1,test,NA
DRR184667,2.2.1,test,NA
SRR833010_SRR833169,2.2.1,test,NA
ERR1023413,2.2.1,test,NA
SRR6824475,2.2.1,test,NA
SRR4033209,2.2.1,test,NA
SRR6824708,2.2.1,test,NA
SRR6153114,2.2.1,test,NA
ERR751361,2.2.1,test,NA
SRR6152931,2.2.1,test,NA
SRR6824648,2.2.1,test,NA
SRR6153167,2.2.1,test,NA
SRR4033179,2.2.1,test,NA
ERR552326,2.2.1,test,NA
ERR2503557,2.2.1,test,NA
SRR1723808,2.2.1,test,NA
SRR6397752,2.2.1,test,NA
ERR1352337,2.2.1,test,NA
ERR775347,2.2.1,test,NA
ERR1023487,2.2.1,test,NA
SRR4034119,2.2.1,test,NA
SRR6397725,2.2.1,test,NA
SRR6397477,2.2.1,test,NA
SRR8237346,2.2.1,test,NA
SRR8651589,2.2.1,test,NA
SRR6152820,2.2.1,test,NA
SRR1162498_SRR1181007_SRR1183663_SRR1158950,2.2.1,test,NA
SRR8651654,2.2.1,test,NA
DRR184610,2.2.1,test,NA
SRR8651600,2.2.1,test,NA
SRR833145_SRR924210,2.2.1,test,NA
SRR4034655,2.2.1,test,NA
SRR6824607,2.2.1,test,NA
SRR4033369,2.2.1,test,NA
SRR5710000,2.2.1,test,NA
SRR4037516,2.2.1,test,NA
ERR550940,2.2.1,test,NA
SRR8651593,2.2.1,test,NA
SRR1723452_SRR1723451,2.2.1,test,NA
SRR4033326,2.2.1,test,NA
SRR4037776,2.2.1,test,NA
SRR6824327,2.2.1,test,NA
SRR1723880,2.2.1,test,NA
SRR6824420,2.2.1,test,NA
ERR779914,2.2.1,test,NA
SRR4033792,2.2.1,test,NA
ERR1352356,2.2.1,test,NA
SRR1723509,2.2.1,test,NA
SRR4033305,2.2.1,test,NA
ERR1633822,2.2.1,test,NA
SRR4033834,2.2.1,test,NA
SRR6152929,2.2.1,test,NA
ERR2864228,2.2.1,test,NA
SRR8237349,2.2.1,test,NA
SRR8237379,2.2.1,test,NA
SRR1723508_SRR1723507,2.2.1,test,NA
DRR184941,2.2.1,test,NA
ERR2677417,2.2.1,test,NA
SRR5217431,2.2.1,test,NA
SRR7585402,2.2.1,test,NA
SRR4034700,2.2.1,test,NA
ERR1023491,2.2.1,test,NA
SRR6257101,2.2.1,test,NA
SRR8237327,2.2.1,test,NA
SRR5341260,2.2.1,test,NA
SRR1723671,2.2.1,test,NA
SRR1159729_SRR1180969_SRR1181031_SRR1159309,2.2.1,test,NA
SRR1723779,2.2.1,test,NA
SRR6280129,2.2.1,test,NA
SRR960980,2.2.1,test,NA
ERR3275464,2.2.1,test,NA
ERR234137,2.2.1,test,NA
SRR4037908,2.2.1,test,NA
SRR6824682,2.2.1,test,NA
SRR6152984,2.2.1,test,NA
SRR8651632,2.2.1,test,NA
SRR1723455,2.2.1,test,NA
SRR6280254,2.2.1,test,NA
SRR6824592,2.2.1,test,NA
SRR1168994_SRR1166227,2.2.1,test,NA
SRR1049732_SRR1140572_SRR1062931_SRR1049731,2.2.1,test,NA
SRR4033773,2.2.1,test,NA
ERR552741_ERR552740,2.2.1,test,NA
SRR4034654,2.2.1,test,NA
SRR4034650,2.2.1,test,NA
SRR6153247,2.2.1,test,NA
ERR257921,2.2.1,test,NA
ERR133845,2.2.1,test,NA
SRR1723545,2.2.1,test,NA
ERR234132,2.2.1,test,NA
SRR1048973_SRR1013588_SRR1048972_SRR1013587,2.2.1,test,NA
SRR6824323,2.2.1,test,NA
SRR4034661,2.2.1,test,NA
SRR960979,2.2.1,test,NA
DRR184670,2.2.1,test,NA
SRR5709869,2.2.1,test,NA
SRR4033746,2.2.1,test,NA
SRR6153135,2.2.1,test,NA
SRR4033186,2.2.1,test,NA
SRR4037818,2.2.1,test,NA
SRR4033248,2.2.1,test,NA
SRR4033160,2.2.1,test,NA
SRR6824288,2.2.1,test,NA
ERR2677451,2.2.1,test,NA
DRR184960,2.2.1,test,NA
SRR4033177,2.2.1,test,NA
DRR185104,2.2.1,test,NA
SRR1169052_SRR1166302,2.2.1,test,NA
SRR1166104_SRR1169077,2.2.1,test,NA
SRR7517765,2.2.1,test,NA
DRR184980,2.2.1,test,NA
SRR6397458,2.2.1,test,NA
SRR6153172,2.2.1,test,NA
SRR1723731,2.2.1,test,NA
SRR6824542,2.2.1,test,NA
ERR221630,2.2.1,test,NA
ERR1352301,2.2.1,test,NA
ERR552747_ERR552748_ERR552746,2.2.1,test,NA
SRR4033759,2.2.1,test,NA
SRR1181058_SRR1180352_SRR1181317_SRR1180343,2.2.1,test,NA
ERR2446500,2.2.1,test,NA
SRR6824390,2.2.1,test,NA
SRR4033358,2.2.1,test,NA
SRR1723790,2.2.1,test,NA
SRR6824572,2.2.1,test,NA
SRR5266557,2.2.1,test,NA
SRR2101530,2.2.1,test,NA
SRR7517719,2.2.1,test,NA
SRR4034055,2.2.1,test,NA
SRR4033769,2.2.1,test,NA
ERR3275720,2.2.1,test,NA
SRR1048965_SRR1013582_SRR1013581_SRR1048966,2.2.1,test,NA
ERR3335785,2.2.1,test,NA
ERR067652,2.2.1,test,NA
SRR4037950,2.2.1,test,NA
SRR1710100,2.2.1,test,NA
SRR671734,2.2.1,test,NA
ERR3275517,2.2.1,test,NA
SRR5266535,2.2.1,test,NA
ERR1023486,2.2.1,test,NA
SRR6824396,2.2.1,test,NA
ERR1023392,2.2.1,test,NA
SRR4033382,2.2.1,test,NA
ERR1633816,2.2.1,test,NA
ERR1023464,2.2.1,test,NA
SRR8237377,2.2.1,test,NA
ERR144550,2.2.1,test,NA
SRR8651594,2.2.1,test,NA
SRR4033781,2.2.1,test,NA
SRR1723550_SRR1723551,2.2.1,test,NA
ERR229945,2.2.1,test,NA
SRR1173192_SRR1173793,2.2.1,test,NA
DRR185018,2.2.1,test,NA
SRR1710097,2.2.1,test,NA
SRR1723465,2.2.1,test,NA
SRR4033315,2.2.1,test,NA
DRR184659,2.2.1,test,NA
ERR2677454,2.2.1,test,NA
SRR1710108,2.2.1,test,NA
SRR1723552,2.2.1,test,NA
ERR502894,2.2.1,test,NA
SRR5266547,2.2.1,test,NA
SRR6397495,2.2.1,test,NA
ERR3276077,2.2.1,test,NA
ERR1352316,2.2.1,test,NA
DRR185061,2.2.1,test,NA
SRR4037497,2.2.1,test,NA
ERR234632,2.2.1,test,NA
SRR6152956,2.2.1,test,NA
SRR4033323,2.2.1,test,NA
SRR6280255,2.2.1,test,NA
SRR1162701_SRR1165582_SRR1166708_SRR1165539,2.2.1,test,NA
SRR4033846,2.2.1,test,NA
ERR158594,2.2.1,test,NA
SRR1723606,2.2.1,test,NA
SRR6824294,2.2.1,test,NA
SRR1166176_SRR1169028,2.2.1,test,NA
SRR6153034,2.2.1,test,NA
SRR4033345,2.2.1,test,NA
SRR6152804,2.2.1,test,NA
SRR1146348_SRR1163400_SRR1163367_SRR1144732,2.2.1,test,NA
SRR1172091_SRR1183088_SRR1172034_SRR1180166,2.2.1,test,NA
SRR4034105,2.2.1,test,NA
SRR1165264_SRR1167322_SRR1173186_SRR1173538,2.2.1,test,NA
SRR4033196,2.2.1,test,NA
ERR3275997,2.2.1,test,NA
ERR552493,2.2.1,test,NA
ERR2041938,2.2.1,test,NA
ERR108503,2.2.1,test,NA
SRR6397399,2.2.1,test,NA
SRR1723716,2.2.1,test,NA
SRR1723639,2.2.1,test,NA
SRR5073779,2.2.1,test,NA
ERR552951_ERR552950,2.2.1,test,NA
ERR551745_ERR551743_ERR551744,2.2.1,test,NA
SRR6153244,2.2.1,test,NA
SRR6824421,2.2.1,test,NA
SRR1158874_SRR1181154_SRR1181073_SRR1159351,2.2.1,test,NA
SRR6824459,2.2.1,test,NA
DRR184616,2.2.1,test,NA
SRR1723742,2.2.1,test,NA
ERR3276265,2.2.1,test,NA
SRR6824505,2.2.1,test,NA
DRR184912,2.2.1,test,NA
SRR6152793,2.2.1,test,NA
SRR6824467,2.2.1,test,NA
SRR6152674,2.2.1,test,NA
SRR6824529,2.2.1,test,NA
SRR4037952,2.2.1,test,NA
SRR1165543_SRR1162700_SRR1166707_SRR1165572,2.2.1,test,NA
SRR4033347,2.2.1,test,NA
ERR1023396,2.2.1,test,NA
DRR185001,2.2.1,test,NA
SRR4033329,2.2.1,test,NA
SRR6824488,2.2.1,test,NA
ERR067720,2.2.1,test,NA
SRR4037742,2.2.1,test,NA
SRR1181019_SRR1184035_SRR1159738_SRR1159790,2.2.1,test,NA
SRR6257009,2.2.1,test,NA
DRR184987,2.2.1,test,NA
ERR553364_ERR553365_ERR553363,2.2.1,test,NA
SRR4034743,2.2.1,test,NA
SRR6152990,2.2.1,test,NA
SRR4034670,2.2.1,test,NA
ERR2513116,2.2.1,test,NA
SRR8651616,2.2.1,test,NA
SRR4034656,2.2.1,test,NA
SRR8651579,2.2.1,test,NA
SRR4033753,2.2.1,test,NA
ERR067760,2.2.1,test,NA
SRR4033741,2.2.1,test,NA
SRR4033784,2.2.1,test,NA
SRR6257027,2.2.1,test,NA
ERR133910,2.2.1,test,NA
SRR6152970,2.2.1,test,NA
SRR4033320,2.2.1,test,NA
ERR2864231,2.2.1,test,NA
DRR185100,2.2.1,test,NA
DRR185026,2.2.1,test,NA
ERR257924,2.2.1,test,NA
SRR4033612,2.2.1,test,NA
ERR234210,2.2.1,test,NA
ERR2516443,2.2.1,test,NA
SRR1174277_SRR1173343,2.2.1,test,NA
DRR184641,2.2.1,test,NA
DRR184970,2.2.1,test,NA
SRR6824576,2.2.1,test,NA
ERR2864255,2.2.1,test,NA
SRR1062845_SRR1011473,2.2.1,test,NA
SRR4033731,2.2.1,test,NA
SRR4037817,2.2.1,test,NA
SRR1723598,2.2.1,test,NA
SRR6280261,2.2.1,test,NA
SRR4033191,2.2.1,test,NA
ERR108484,2.2.1,test,NA
DRR185053,2.2.1,test,NA
SRR6397432,2.2.1,test,NA
ERR2446485,2.2.1,test,NA
ERR3275557,2.2.1,test,NA
ERR234131,2.2.1,test,NA
SRR1723739,2.2.1,test,NA
SRR960992,2.2.1,test,NA
SRR6152843,2.2.1,test,NA
SRR4034067,2.2.1,test,NA
SRR6153049,2.2.1,test,NA
SRR4033352,2.2.1,test,NA
SRR4033821,2.2.1,test,NA
SRR1172272_SRR1169133_SRR1166911_SRR1162957,2.2.1,test,NA
SRR6397954,2.2.1,test,NA
SRR2024953,2.2.1,test,NA
SRR1723523_SRR1723524,2.2.1,test,NA
SRR1723617,2.2.1,test,NA
SRR6152660,2.2.1,test,NA
SRR1723491,2.2.1,test,NA
ERR067598,2.2.1,test,NA
SRR1723882,2.2.1,test,NA
SRR6256985,2.2.1,test,NA
SRR4034675,2.2.1,test,NA
SRR1723869,2.2.1,test,NA
ERR2503514,2.2.1,test,NA
ERR2041936,2.2.1,test,NA
SRR8237351,2.2.1,test,NA
SRR4037508,2.2.1,test,NA
DRR184986,2.2.1,test,NA
SRR5709794,2.2.1,test,NA
SRR8651556,2.2.1,test,NA
ERR502937,2.2.1,test,NA
ERR550683_ERR550682_ERR550681,2.2.1,test,NA
SRR1723534_SRR1723535,2.2.1,test,NA
SRR1162542_SRR1181208_SRR1159034_SRR1181241,2.2.1,test,NA
SRR6280327,2.2.1,test,NA
SRR1172320_SRR1168979_SRR1163166_SRR1163317,2.2.1,test,NA
ERR221605,2.2.1,test,NA
SRR1181132_SRR1162531_SRR1158907_SRR1181329,2.2.1,test,NA
SRR4037934,2.2.1,test,NA
ERR2446387,2.2.1,test,NA
ERR2886448,2.2.1,test,NA
SRR1710080,2.2.1,test,NA
ERR2503482,2.2.1,test,NA
SRR6824394,2.2.1,test,NA
ERR234117,2.2.1,test,NA
DRR184962,2.2.1,test,NA
SRR4034669,2.2.1,test,NA
SRR5073886,2.2.1,test,NA
ERR3275776,2.2.1,test,NA
ERR028607,2.2.1,test,NA
SRR6257056,2.2.1,test,NA
SRR6152657,2.2.1,test,NA
SRR4033803,2.2.1,test,NA
ERR751594,2.2.1,test,NA
SRR1163330_SRR1163126_SRR1172405_SRR1169101,2.2.1,test,NA
ERR2886456,2.2.1,test,NA
SRR8237329,2.2.1,test,NA
SRR4037773,2.2.1,test,NA
SRR4033213,2.2.1,test,NA
SRR6824681,2.2.1,test,NA
SRR1723841,2.2.1,test,NA
DRR184956,2.2.1,test,NA
SRR6280302,2.2.1,test,NA
SRR960991,2.2.1,test,NA
SRR1172351_SRR1169073_SRR1162947_SRR1166920,2.2.1,test,NA
SRR6397456,2.2.1,test,NA
DRR185047,2.2.1,test,NA
SRR7496512,2.2.1,test,NA
SRR5709793,2.2.1,test,NA
SRR4033310,2.2.1,test,NA
SRR4033847,2.2.1,test,NA
SRR6152848,2.2.1,test,NA
SRR1181114_SRR1159779_SRR1159359_SRR1180944,2.2.1,test,NA
SRR4037769,2.2.1,test,NA
ERR228022,2.2.1,test,NA
ERR552130,2.2.1,test,NA
SRR1723580,2.2.1,test,NA
ERR108454,2.2.1,test,NA
SRR1723744,2.2.1,test,NA
SRR1723764,2.2.1,test,NA
SRR8237293,2.2.1,test,NA
ERR2886450,2.2.1,test,NA
SRR6367401,2.2.1,test,NA
SRR5073709,2.2.1,test,NA
SRR1146379_SRR1144794_SRR1162845_SRR1162795,2.2.1,test,NA
SRR1723478,2.2.1,test,NA
ERR775381,2.2.1,test,NA
SRR8237344,2.2.1,test,NA
SRR3724973,2.2.1,test,NA
SRR1723582,2.2.1,test,NA
DRR185109,2.2.1,test,NA
ERR551465_ERR551464,2.2.1,test,NA
DRR184606,2.2.1,test,NA
SRR6257108,2.2.1,test,NA
ERR2446459,2.2.1,test,NA
SRR4033739,2.2.1,test,NA
SRR1723562,2.2.1,test,NA
ERR502917,2.2.1,test,NA
ERR1352317,2.2.1,test,NA
DRR185113,2.2.1,test,NA
ERR234253,2.2.1,test,NA
SRR1173266_SRR1173211_SRR1167297_SRR1165220,2.2.1,test,NA
SRR4037942,2.2.1,test,NA
ERR1023496,2.2.1,test,NA
SRR1166267_SRR1169111,2.2.1,test,NA
SRR6824469,2.2.1,test,NA
ERR552734_ERR552733,2.2.1,test,NA
SRR1723461,2.2.1,test,NA
SRR1723874,2.2.1,test,NA
SRR1162509_SRR1180990_SRR1158943_SRR1184127,2.2.1,test,NA
ERR2677402,2.2.1,test,NA
SRR4033620,2.2.1,test,NA
SRR1723460,2.2.1,test,NA
SRR6280259,2.2.1,test,NA
ERR552044_ERR552045_ERR552046,2.2.1,test,NA
SRR4037930,2.2.1,test,NA
SRR1723879,2.2.1,test,NA
SRR1723829,2.2.1,test,NA
SRR6153020,2.2.1,test,NA
SRR1158890_SRR1181157_SRR1181158_SRR1159175,2.2.1,test,NA
DRR184932,2.2.1,test,NA
SRR1723570,2.2.1,test,NA
SRR6153145,2.2.1,test,NA
ERR2503448,2.2.1,test,NA
SRR8651628,2.2.1,test,NA
SRR4033283,2.2.1,test,NA
ERR551772,2.2.1,test,NA
SRR8237341,2.2.1,test,NA
ERR133918,2.2.1,test,NA
SRR1723878,2.2.1,test,NA
SRR6153082,2.2.1,test,NA
SRR6397632,2.2.1,test,NA
SRR1723499,2.2.1,test,NA
SRR6152720,2.2.1,test,NA
SRR1172387_SRR1169050_SRR1163429_SRR1163025,2.2.1,test,NA
SRR8651582,2.2.1,test,NA
SRR4033181,2.2.1,test,NA
SRR4033838,2.2.1,test,NA
SRR4037517,2.2.1,test,NA
ERR3275622,2.2.1,test,NA
DRR185089,2.2.1,test,NA
SRR1049032_SRR1013638_SRR1049033_SRR1013639,2.2.1,test,NA
ERR550976,2.2.1,test,NA
SRR6153063,2.2.1,test,NA
SRR1166113_SRR1169084,2.2.1,test,NA
SRR8651571,2.2.1,test,NA
SRR6153262,2.2.1,test,NA
SRR1723819,2.2.1,test,NA
ERR552570_ERR552571_ERR552569,2.2.1,test,NA
DRR184900,2.2.1,test,NA
SRR8651620,2.2.1,test,NA
SRR4033791,2.2.1,test,NA
SRR6824361,2.2.1,test,NA
SRR4033801,2.2.1,test,NA
SRR4034826,2.2.1,test,NA
SRR6824426,2.2.1,test,NA
SRR6153232,2.2.1,test,NA
ERR3335784,2.2.1,test,NA
ERR767974,2.2.1,test,NA
SRR4033728,2.2.1,test,NA
SRR6257014,2.2.1,test,NA
ERR233370,2.2.1,test,NA
SRR4035974,2.2.1,test,NA
ERR1750911,2.2.1,test,NA
SRR6824590,2.2.1,test,NA
SRR4033615,2.2.1,test,NA
SRR1723630,2.2.1,test,NA
ERR553156,2.2.1,test,NA
SRR4037966,2.2.1,test,NA
SRR1723500,2.2.1,test,NA
ERR2677458,2.2.1,test,NA
SRR4033205,2.2.1,test,NA
SRR8237326,2.2.1,test,NA
SRR6152869,2.2.1,test,NA
SRR1723793,2.2.1,test,NA
ERR552399_ERR552398,2.2.1,test,NA
ERR502902,2.2.1,test,NA
ERR502904,2.2.1,test,NA
ERR067611,2.2.1,test,NA
SRR1723653,2.2.1,test,NA
SRR6152830,2.2.1,test,NA
ERR144591,2.2.1,test,NA
ERR1750934,2.2.1,test,NA
ERR017788,2.2.1,test,NA
SRR6280172,2.2.1,test,NA
ERR067628,2.2.1,test,NA
ERR551225,2.2.1,test,NA
SRR8651611,2.2.1,test,NA
SRR4037515,2.2.1,test,NA
ERR550908_ERR550906_ERR550907,2.2.1,test,NA
SRR4037501,2.2.1,test,NA
SRR4037957,2.2.1,test,NA
SRR1163365_SRR1172314_SRR1169068_SRR1163171,2.2.1,test,NA
SRR1723519,2.2.1,test,NA
SRR1723842,2.2.1,test,NA
SRR924710_SRR958237,2.2.1,test,NA
SRR6398144,2.2.1,test,NA
SRR3675512,2.2.1,test,NA
DRR185042,2.2.1,test,NA
SRR8651651,2.2.1,test,NA
SRR4033395,2.2.1,test,NA
SRR1050531_SRR1144757,2.2.1,test,NA
SRR4037731,2.2.1,test,NA
ERR144615,2.2.1,test,NA
SRR6280193,2.2.1,test,NA
ERR1352353,2.2.1,test,NA
SRR4033197,2.2.1,test,NA
SRR4037805,2.2.1,test,NA
ERR1750896,2.2.1,test,NA
SRR8651554,2.2.1,test,NA
SRR4034103,2.2.1,test,NA
SRR5709830,2.2.1,test,NA
SRR1723710,2.2.1,test,NA
SRR5073707,2.2.1,test,NA
ERR2864296,2.2.1,test,NA
SRR6824666,2.2.1,test,NA
ERR2515439,2.2.1,test,NA
SRR4033154,2.2.1,test,NA
SRR6280144,2.2.1,test,NA
SRR6824600,2.2.1,test,NA
SRR4033841,2.2.1,test,NA
SRR1723540_SRR1723541,2.2.1,test,NA
ERR133894,2.2.1,test,NA
SRR6153018,2.2.1,test,NA
SRR1172085_SRR1163195_SRR1163353_SRR1169020,2.2.1,test,NA
ERR133927,2.2.1,test,NA
SRR6152770,2.2.1,test,NA
ERR3276062,2.2.1,test,NA
SRR8237299,2.2.1,test,NA
ERR2864244,2.2.1,test,NA
SRR6824638,2.2.1,test,NA
SRR4033393,2.2.1,test,NA
ERR551133_ERR551132,2.2.1,test,NA
SRR4033155,2.2.1,test,NA
DRR185088,2.2.1,test,NA
SRR5709829,2.2.1,test,NA
ERR1023519,2.2.1,test,NA
SRR1723497,2.2.1,test,NA
SRR6824518,2.2.1,test,NA
SRR6256989,2.2.1,test,NA
SRR8651580,2.2.1,test,NA
SRR6367398,2.2.1,test,NA
SRR1013539_SRR1048838_SRR1013540_SRR1048839,2.2.1,test,NA
ERR502931,2.2.1,test,NA
SRR8237328,2.2.1,test,NA
SRR1166819_SRR1167134_SRR1162842_SRR1165499,2.2.1,test,NA
SRR8237375,2.2.1,test,NA
ERR2446346,2.2.1,test,NA
SRR1172901_SRR1175044,2.2.1,test,NA
SRR6397714,2.2.1,test,NA
SRR4033300,2.2.1,test,NA
SRR4033751,2.2.1,test,NA
SRR6824526,2.2.1,test,NA
SRR4033798,2.2.1,test,NA
SRR1049065_SRR1049064_SRR1013670_SRR1013671,2.2.1,test,NA
DRR184617,2.2.1,test,NA
SRR4033840,2.2.1,test,NA
SRR1166327_SRR1169093,2.2.1,test,NA
SRR4033354,2.2.1,test,NA
SRR6397356,2.2.1,test,NA
ERR234579,2.2.1,test,NA
ERR502944,2.2.1,test,NA
SRR6824291,2.2.1,test,NA
ERR067695,2.2.1,test,NA
ERR2677390,2.2.1,test,NA
ERR1952141,2.2.1,test,NA
SRR6824385,2.2.1,test,NA
SRR6280306,2.2.1,test,NA
ERR216961,2.2.1,test,NA
SRR1163041_SRR1165495_SRR1163004_SRR1165591,2.2.1,test,NA
SRR6153083,2.2.1,test,NA
SRR1144728_SRR1166867_SRR1162860_SRR1146272,2.2.1,test,NA
SRR6824639,2.2.1,test,NA
SRR4034815,2.2.1,test,NA
SRR6397358,2.2.1,test,NA
SRR1723775,2.2.1,test,NA
SRR1723457,2.2.1,test,NA
ERR552883_ERR552882,2.2.1,test,NA
ERR234136,2.2.1,test,NA
SRR6824465,2.2.1,test,NA
SRR6152799,2.2.1,test,NA
SRR4035864,2.2.1,test,NA
SRR4037791,2.2.1,test,NA
SRR5073773,2.2.1,test,NA
SRR1723504,2.2.1,test,NA
SRR5266537,2.2.1,test,NA
SRR1723511,2.2.1,test,NA
SRR6824636,2.2.1,test,NA
ERR2864272,2.2.1,test,NA
SRR6824627,2.2.1,test,NA
ERR502957,2.2.1,test,NA
SRR6280308,2.2.1,test,NA
SRR6280321,2.2.1,test,NA
SRR3732589,2.2.1,test,NA
SRR4033743,2.2.1,test,NA
ERR551878_ERR551877,2.2.1,test,NA
SRR6824285,2.2.1,test,NA
ERR552772_ERR552771,2.2.1,test,NA
SRR1723751,2.2.1,test,NA
SRR4034673,2.2.1,test,NA
ERR1352330,2.2.1,test,NA
SRR4037806,2.2.1,test,NA
DRR184886,2.2.1,test,NA
ERR551410_ERR551409,2.2.1,test,NA
SRR6280240,2.2.1,test,NA
SRR4037790,2.2.1,test,NA
SRR6280289,2.2.1,test,NA
SRR6824521,2.2.1,test,NA
SRR4034688,2.2.1,test,NA
SRR4037518,2.2.1,test,NA
ERR3275459,2.2.1,test,NA
SRR5266548,2.2.1,test,NA
SRR4037953,2.2.1,test,NA
ERR550751_ERR550750_ERR550752,2.2.1,test,NA
SRR1159066_SRR1181093_SRR1162530_SRR1181152,2.2.1,test,NA
DRR185077,2.2.1,test,NA
SRR1723856,2.2.1,test,NA
SRR6280219,2.2.1,test,NA
SRR1159935_SRR1181129_SRR1159682_SRR1180945,2.2.1,test,NA
ERR2677414,2.2.1,test,NA
SRR4037783,2.2.1,test,NA
SRR1169005_SRR1166151,2.2.1,test,NA
SRR8237371,2.2.1,test,NA
SRR1723578,2.2.1,test,NA
ERR775378,2.2.1,test,NA
SRR1163031_SRR1165394_SRR1167079_SRR1163219,2.2.1,test,NA
ERR502907,2.2.1,test,NA
ERR2677440,2.2.1,test,NA
SRR6824568,2.2.1,test,NA
SRR4037962,2.2.1,test,NA
SRR1723767,2.2.1,test,NA
SRR1710107,2.2.1,test,NA
SRR1174896_SRR1183041_SRR1172305_SRR1180185,2.2.1,test,NA
SRR1723662,2.2.1,test,NA
SRR4037502,2.2.1,test,NA
ERR1633944,2.2.1,test,NA
SRR1165377_SRR1167114_SRR1162812_SRR1166919,2.2.1,test,NA
SRR6824453,2.2.1,test,NA
ERR234247,2.2.1,test,NA
SRR6152742,2.2.1,test,NA
ERR1750885,2.2.1,test,NA
SRR4033779,2.2.1,test,NA
SRR4034686,2.2.1,test,NA
ERR2041944,2.2.1,test,NA
SRR4033374,2.2.1,test,NA
SRR1146290_SRR1163078_SRR1144762_SRR1163478,2.2.1,test,NA
ERR2041932,2.2.1,test,NA
SRR6824383,2.2.1,test,NA
SRR1174839_SRR1163178_SRR1169140_SRR1163380,2.2.1,test,NA
SRR6280140,2.2.1,test,NA
ERR552090,2.2.1,test,NA
ERR551422_ERR551424_ERR551423,2.2.1,test,NA
ERR2677387,2.2.1,test,NA
ERR3276028,2.2.1,test,NA
ERR751385,2.2.1,test,NA
SRR4034740,2.2.1,test,NA
SRR4033386,2.2.1,test,NA
ERR3276195,2.2.1,test,NA
SRR1172903_SRR1172721,2.2.1,test,NA
SRR1723881,2.2.1,test,NA
SRR6397703,2.2.1,test,NA
SRR6152786,2.2.1,test,NA
ERR158615,2.2.1,test,NA
SRR4037800,2.2.1,test,NA
ERR502952,2.2.1,test,NA
ERR137211,2.2.1,test,NA
ERR2041934,2.2.1,test,NA
SRR1723778,2.2.1,test,NA
DRR184972,2.2.1,test,NA
DRR184637,2.2.1,test,NA
SRR4034839,2.2.1,test,NA
SRR6824561,2.2.1,test,NA
ERR3335751,2.2.1,test,NA
SRR8237348,2.2.1,test,NA
ERR751483,2.2.1,test,NA
DRR184675,2.2.1,test,NA
ERR275194,2.2.1,test,NA
SRR6824381,2.2.1,test,NA
ERR551621,2.2.1,test,NA
ERR158578,2.2.1,test,NA
SRR4033408,2.2.1,test,NA
SRR2101053,2.2.1,test,NA
SRR1163329_SRR1163290_SRR1169090_SRR1172367,2.2.1,test,NA
SRR6397557,2.2.1,test,NA
SRR1166088_SRR1168990,2.2.1,test,NA
ERR502936,2.2.1,test,NA
SRR8237319,2.2.1,test,NA
SRR4033843,2.2.1,test,NA
SRR6369878,2.2.1,test,NA
SRR1173868_SRR1173347,2.2.1,test,NA
SRR6397615,2.2.1,test,NA
SRR1723676_SRR1723677,2.2.1,test,NA
SRR1162851_SRR1146316_SRR1162806_SRR1144778,2.2.1,test,NA
SRR4034089,2.2.1,test,NA
SRR4033755,2.2.1,test,NA
ERR1023528,2.2.1,test,NA
ERR553171,2.2.1,test,NA
SRR6824657,2.2.1,test,NA
SRR1723589,2.2.1,test,NA
SRR1159126_SRR1159350_SRR1181308_SRR1181249,2.2.1,test,NA
SRR6280212,2.2.1,test,NA
SRR6280273,2.2.1,test,NA
SRR4034694,2.2.1,test,NA
ERR551167,2.2.1,test,NA
ERR1023416,2.2.1,test,NA
DRR184942,2.2.1,test,NA
SRR6824355,2.2.1,test,NA
DRR184930,2.2.1,test,NA
SRR4033849,2.2.1,test,NA
SRR5266551,2.2.1,test,NA
SRR6280286,2.2.1,test,NA
ERR3275981,2.2.1,test,NA
SRR5341210,2.2.1,test,NA
ERR3275900,2.2.1,test,NA
SRR4034819,2.2.1,test,NA
SRR6280215,2.2.1,test,NA
SRR8651621,2.2.1,test,NA
SRR1049002_SRR1013620_SRR1013619_SRR1049001,2.2.1,test,NA
SRR1723462,2.2.1,test,NA
ERR2516038,2.2.1,test,NA
SRR4037803,2.2.1,test,NA
SRR1723636,2.2.1,test,NA
SRR4033848,2.2.1,test,NA
ERR552327,2.2.1,test,NA
SRR6152887,2.2.1,test,NA
SRR1723447_SRR1723446,2.2.1,test,NA
SRR1723800,2.2.1,test,NA
SRR6824499,2.2.1,test,NA
ERR067710,2.2.1,test,NA
SRR6153103,2.2.1,test,NA
SRR5341265,2.2.1,test,NA
SRR6824543,2.2.1,test,NA
DRR184901,2.2.1,test,NA
ERR552068_ERR552067,2.2.1,test,NA
SRR1723812,2.2.1,test,NA
ERR227995,2.2.1,test,NA
SRR4033295,2.2.1,test,NA
ERR551016_ERR551015,2.2.1,test,NA
SRR4034668,2.2.1,test,NA
ERR502945,2.2.1,test,NA
SRR4033750,2.2.1,test,NA
SRR6824348,2.2.1,test,NA
ERR133957,2.2.1,test,NA
ERR3275703,2.2.1,test,NA
SRR5065634,2.2.1,test,NA
ERR3276038,2.2.1,test,NA
SRR4033870,2.2.1,test,NA
SRR1723870,2.2.1,test,NA
SRR6824569,2.2.1,test,NA
ERR2864235,2.2.1,test,NA
